0,1,2,3,4,5,6,7,8,9
14,5/E3 Babul forest,142.84,0.84,,,,,,
15,5/E5 Butea forest,120.85,0.71,,,,,,
16,5/E8c Salvadora-Tamarix scrub,740.20,4.34,,,,,,
17,5/E9 Dry bamboo brakes,"1,618.39",9.49,,,,,,
18,5/1S1 Dry tropical riverain forest,"1,997.42",11.72,,,,,,
19,5/2S1 Secondary dry deciduous forest,911.13,5.34,,,,,,
20,6A/C1 Southern thorn forest,915.92,5.37,,,,,,
21,6B/C1 Desert thorn forest,510.52,2.99,,,,,,
22,6B/DS2 Tropical Euphorbia scrub,23.74,0.14,,,,,,
23,6/E2 Acacia senegal forest,42.06,0.25,,,,,,
24,6/E3 Rann saline thorn forest,"1,277.59",7.49,,,,,,
25,6/E4 Salvadora scrub,831.81,4.90,,,,,,
Sub Total,,"14,187.07",83.23,,,,,,
26,TOF/ Plantation,"2,859.52",16.77,,,,,,
Total (Forest Cover & Scrub),,"17,046.59",100.00,,,,,,
Table 10.8.11 District-wise Number of Forest Fire Detected,,,,,,,,,
,,,SNPP-VIIRS Detection,SNPP-VIIRS Detection,,,,,
Sl. No.,,District,,,,,,,
,,,during 2022-23,during 2023-24,,,,,
1.,Ahmedabad,,0,0,,,,,
2.,Amreli,,25,23,,,,,
3.,Anand,,0,0,,,,,
4.,Arvalli,,18,210,,,,,
5.,Banaskantha,,23,65,,,,,
6.,Bharuch,,110,82,,,,,
7.,Bhavnagar,,68,44,,,,,
8.,Botad,,2,0,,,,,
9.,Chhotaudepur,,255,232,,,,,
10.,Dahod,,122,135,,,,,
11.,Dang,,417,478,,,,,
12.,Devbhumi Dwarka,,31,8,,,,,
Table 10.8.11 District-wise Number of Forest Fire Detected,,,,,,,,,
,,,SNPP-VIIRS Detection,SNPP-VIIRS Detection,,,,,
Sl. No.,,District,,,,,,,
,,,during 2022-23,during 2023-24,,,,,
13.,Gandhinagar,,2,2,,,,,
14.,Gir Somnath,,30,25,,,,,
15.,Jamnagar,,20,25,,,,,
16.,Junagadh,,77,118,,,,,
17.,Kachchh,,133,237,,,,,
18.,Kheda,,0,0,,,,,
19.,Mahesana,,2,0,,,,,
20.,Mahisagar,,53,161,,,,,
21.,Morbi,,6,29,,,,,
22.,Narmada,,270,239,,,,,
23.,Navsari,,67,98,,,,,
24.,Panchmahals,,66,116,,,,,
25.,Patan,,7,14,,,,,
26.,Porbandar,,14,10,,,,,
27.,Rajkot,,8,9,,,,,
28.,Sabarkantha,,45,201,,,,,
29.,Surat,,133,102,,,,,
30.,Surendranagar,,22,33,,,,,
31.,Tapi,,222,323,,,,,
32.,Vadodara,,9,20,,,,,
33.,Valsad,,85,143,,,,,
,Total,,"2,342","3,182",,,,,
,Table 10.8.12 Forest Fire Prone Classes,,,,,,,,
Sl. No.,Forest Fire Prone Classes,Forest Cover*,% of Total Forest Cover,,,,,,
1,Extremely fire prone,11.10,0.07,,,,,,
2,Very highly fire prone,705.82,4.14,,,,,,
3,Highly fire prone,"1,224.97",7.19,,,,,,
4,Moderately fire prone,"1,492.81",8.76,,,,,,
5,Less fire prone,"13,611.89",79.84,,,,,,
,Total,"17,046.59",100.00,,,,,,
*Forest Cover including Scrub.,,,,,,,,,
Table 10.8.13 Number of Trees and their Volume for Top 5 Species in,,,,,,,,,
RFA,,,,,,,,,
Sl. No.,Species,No. of Trees (in ‘000),Volume (M m3),,,,,,
1,Tectona grandis,"52,520",9.34,,,,,,
2,"W
r
i
ghtia tinctoria","20,248",1.75,,,,,,
3,Prosopis juliflora/ Neltuma juliflora,"15,022",0.97,,,,,,
4,Butea monosperma,"14,567",1.94,,,,,,
5,Terminalia elliptica/ Terminalia crenulata,"11,484",2.98,,,,,,
Table 10.8.14 Number of Trees and their Volume for Top 5 Species in,,,,,,,,,
Rural Area,,,,,,,,,
Sl. No.,Species,No. of Trees (in ‘000),Volume (M m3),,,,,,
1,Azadirachta indica,"99,236",25.030,,,,,,
2,Prosopis juliflora/ Neltuma juliflora,"87,795",2.082,,,,,,
3,Mangifera indica,"29,032",5.461,,,,,,
4,Acacia Arabica/ Vachellia nilotica,"22,254",3.197,,,,,,
5,"Z
i
z
i
phus species","18,025",0.730,,,,,,
Table 10.8.16 Major NTFP Species in Gujarat,,,,,,,,,
Sl. No.,Species,Habit,No. of Plants (in ‘000),,,,,,
1,"D
i
ospyros melanoxylon",Tree,"5,51,302",,,,,,
2,Butea monosperma,Tree,"3,88,314",,,,,,
3,Anogeissus latifolia/ Terminalia anogeissiana,Tree,"3,10,613",,,,,,
4,Acacia catechu/ Senegalia catechu,Tree,"1,47,441",,,,,,
,Acacia nilotica/ Acacia arabica/ Vachellia,,,,,,,,
5,,Tree,"1,42,767",,,,,,
,"n
i
l
otica",,,,,,,,
6,Azadirachta indica,Tree,"1,28,945",,,,,,
7,Madhuca longifolia/ M. latifolia/ M. indica,Tree,"53,869",,,,,,
8,Cassia tora/ Senna tora,Shrubs,"1,98,16,580",,,,,,
Gujarat,,,,,,,,,
Sl. No.,,Species,Estimated Extent (km2),,,,,,
1,Cassia tora/ Senna tora,,949.34,,,,,,
2,Lantana camara,,696.19,,,,,,
3,Senna occidentalis,,145.94,,,,,,
4,Ageratum conyzoides,,134.14,,,,,,
5,"T
r
i
umfetta rhomboidea",,133.19,,,,,,
Geographical Area,,,,,,,,,
"44,212 km2",,,,,,,,,
Geographical Coordinates,,,,,,,,,
Latitude 27◦39’ N to 30◦55’ N,,,,,,,,,
Longitude 74◦27’ E to 77◦36’ E,,,,,,,,,
Population (as per Census 2011),,,,,,,,,
25.35 million,,,,,,,,,
Urban 8.84 million (34.87 %),,,,,,,,,
Rural 16.51 million (65.13 %),,,,,,,,,
Tribal Nil,,,,,,,,,
Average Population Density,,,,,,,,,
573 per km2,,,,,,,,,
Livestock Population,,,,,,,,,
(as per 19th Livestock Census),,,,,,,,,
8.82 million,,,,,,,,,
No. of Districts,,,,,,,,,
22,,,,,,,,,
No. of Hill Districts,,,,,,,,,
0,,,,,,,,,
No. of Tribal Districts,,,,,,,,,
0,,,,,,,,,
Table 10.9.1 Land Use Pattern,,,,,,,,,
Land Use Types,Area (in ‘000 ha),Percentage,,,,,,,
Geographical Area,"4,421",,,,,,,,
Reporting area for land utilization,"4,371.49",100.00,,,,,,,
Forests,32.45,0.74,,,,,,,
Not available for land cultivation,339.19,7.76,,,,,,,
Permanent pastures and other grazing lands,152.72,3.49,,,,,,,
Land under misc. tree crops and groves,37.37,0.85,,,,,,,
Culturable wasteland,64.62,1.48,,,,,,,
Fallow land other than current fallows,49.18,1.13,,,,,,,
Current fallows,85.23,1.95,,,,,,,
Net area sown,"3,610.73",82.60,,,,,,,
Table 10.9.2 Forest Cover of Haryana,,,,,,,,,
,,(km2),,,,,,,
Class,Area,%  of Calculated Area by SoI,,,,,,,
VDF,27.17,0.06,,,,,,,
MDF,441.18,1.00,,,,,,,
OF,"1,145.91",2.59,,,,,,,
Total,"1,614.26",3.65,,,,,,,
Scrub,174.38,0.39,,,,,,,
,,,,,,%  of Cal-,,,
,,,,,,,w.r.t.,,
,Calculated,Very,Mod.,,,culated,,,
District,,,,Open,,,2021,Scrub,
,Area by SoI,Dense,Dense,,Total,Area by,,,
,,,,Forest,,,Raster,,
,,Forest,Forest,,,SoI,,,
,,,,,,,based*,,
Ambala,"1,574",0.00,17.31,39.36,56.67,3.60,4.08,0.09,
Bhiwani,"3,386",0.00,4.08,58.53,62.61,1.85,-1.89,7.15,
Charkhi Dadri,"1,382",0.00,3.56,42.36,45.92,3.32,-1.24,9.00,
Faridabad,741,0.00,25.98,52.45,78.43,10.58,-1.08,20.20,
Fatehabad,"2,538",0.00,2.96,18.35,21.31,0.84,-0.32,1.07,
Gurugram,"1,258",0.00,31.85,81.26,113.11,8.99,0.15,20.42,
Hisar,"3,993",0.00,10.75,47.79,58.54,1.47,-1.92,6.28,
Jhajjar,"1,834",0.00,0.23,25.33,25.56,1.39,0.65,6.43,
Jind,"2,701",0.00,4.79,21.64,26.43,0.98,0.26,0.08,
Kaithal,"2,318",0.00,21.51,32.81,54.32,2.34,-1.26,0.95,
Karnal,"2,494",0.00,4.16,28.79,32.95,1.32,0.04,0.67,
Kurukshetra,"1,536",0.00,19.94,26.09,46.03,3.00,-1.63,1.69,
Mahendragarh,"1,899",0.00,21.74,89.57,111.31,5.86,-1.72,40.09,
Mewat,"1,507",0.00,13.58,95.38,108.96,7.23,-4.05,27.15,
Palwal,"1,359",0.00,2.43,11.39,13.82,1.02,-0.21,0.20,
Panchkula,898,5.70,147.59,236.83,390.12,43.44,-1.43,20.33,
Panipat,"1,288",0.00,3.10,12.87,15.97,1.24,-0.47,0.64,
Rewari,"1,594",0.00,11.90,49.55,61.45,3.86,-0.52,9.11,
Rohtak,"1,704",0.00,1.36,13.18,14.54,0.85,-4.28,1.02,
Sirsa,"4,277",0.00,3.54,61.04,64.58,1.51,1.05,0.15,
Sonipat,"2,163",0.00,2.66,19.98,22.64,1.05,-0.09,0.84,
Yamunanagar,"1,768",21.47,86.16,81.36,188.99,10.69,1.92,0.82,
Grand Total,"44,212",27.17,441.18,"1,145.91","1,614.26",3.65,-13.96,174.38,
*Area figure calculated without normalization factor.,,,,,,,,,
Sl.,Name of Urban,,Very,Mod.,,Total,,,
,,Digitized,,,Open,,Cover w.r.t.,Scrub,
No.,Local Body,,Dense,Dense,,Forest,,,
,,Boundary*,,,Forest,,Area of,,
,,,Forest,Forest,,Cover,,,
,,,,,,,Digitized,,
,,,,,,,Boundary,,
1,Adampur,9.15,0.00,0.00,0.21,0.21,2.30,0.11,
2,Ambala City,67.56,0.00,0.11,1.38,1.49,2.21,0.00,
3,Ambala Sadar,56.27,0.00,1.44,0.82,2.26,4.02,0.00,
4,Assandh,7.54,0.00,0.00,0.07,0.07,0.93,0.00,
5,Ateli Mandi,2.03,0.00,0.00,0.00,0.00,0.00,0.00,
6,Bahadurgarh,29.29,0.00,0.00,0.37,0.37,1.26,0.00,
7,Barara,13.89,0.00,0.00,0.21,0.21,1.51,0.00,
8,Barwala,9.34,0.00,0.00,0.06,0.06,0.64,0.02,
9,Bawal,3.76,0.00,0.00,0.11,0.11,2.93,0.00,
10,Bawani Khera,9.87,0.00,0.00,0.24,0.24,2.43,0.00,
11,Beri,1.29,0.00,0.00,0.00,0.00,0.00,0.00,
12,Bhiwani,40.52,0.00,0.00,0.73,0.73,1.80,0.05,
13,Bhuna,4.25,0.00,0.00,0.01,0.01,0.24,0.00,
14,Charkhi Dadri,15.80,0.00,0.19,0.55,0.74,4.68,0.30,
15,Cheeka,31.05,0.00,0.00,0.44,0.44,1.42,0.00,
16,Daruheda,11.51,0.00,0.00,0.06,0.06,0.52,0.00,
17,Ellenabad,5.91,0.00,0.00,0.14,0.14,2.37,0.00,
18,Faridabad,285.89,0.00,12.40,32.81,45.21,15.81,17.07,
19,Farukh Nagar,20.21,0.00,0.01,0.13,0.14,0.69,0.00,
20,Fatehabad,28.15,0.00,0.00,0.00,0.00,0.00,0.00,
21,Ferozepur Jhirka,5.69,0.00,0.00,0.12,0.12,2.11,0.00,
22,Gannaur,10.36,0.00,0.00,0.16,0.16,1.54,0.00,
23,Gharunda,12.96,0.00,0.02,0.06,0.08,0.62,0.00,
24,Gohana,12.31,0.00,0.07,0.02,0.09,0.73,0.00,
25,Gurugram,297.99,0.00,8.73,28.78,37.51,12.59,7.01,
26,Hansi,13.53,0.00,0.00,0.52,0.52,3.84,0.00,
27,Hathin,4.10,0.00,0.00,0.08,0.08,1.95,0.00,
28,Hisar,92.92,0.00,1.66,2.26,3.92,4.22,0.28,
29,Hodal,10.80,0.00,0.09,0.00,0.09,0.83,0.00,
30,Indri,1.88,0.00,0.00,0.07,0.07,3.72,0.00,
31,Ismailabad,11.98,0.00,0.00,0.00,0.00,0.00,0.00,
32,Jakhal Mandi,2.67,0.00,0.00,0.00,0.00,0.00,0.00,
33,Jhajjar,35.57,0.00,0.00,0.66,0.66,1.86,0.12,
34,Jind,37.50,0.00,0.60,0.55,1.15,3.07,0.00,
35,Julana,13.85,0.00,0.00,0.03,0.03,0.22,0.00,
36,Kaithal,39.87,0.00,0.69,0.08,0.77,1.93,0.00,
37,Kalanaur,6.92,0.00,0.00,0.01,0.01,0.14,0.00,
38,Kalanwali,7.96,0.00,0.35,0.11,0.46,5.78,0.00,
39,Kalayat,12.68,0.00,0.00,0.36,0.36,2.84,0.00,
40,Kalka,56.94,0.00,5.64,11.07,16.71,29.35,0.46,
41,Kanina,4.39,0.00,0.00,0.00,0.00,0.00,0.00,
Table 10.9.4 Forest Cover in Municipal Areas of Haryana,,,,,,,,,
,,,,,,,,(km2),
,,,,2023 Assessment,,,%,,
,,,,,,,of Total,,
,,Area as per,,,,,Forest,,
Sl.,Name of Urban,,Very,Mod.,,Total,,,
,,Digitized,,,Open,,Cover w.r.t.,Scrub,
No.,Local Body,,Dense,Dense,,Forest,,,
,,Boundary*,,,Forest,,Area of,,
,,,Forest,Forest,,Cover,,,
,,,,,,,Digitized,,
,,,,,,,Boundary,,
42,Karnal,90.92,0.00,0.23,4.21,4.44,4.88,0.00,
43,Kharkhoda,4.41,0.00,0.00,0.00,0.00,0.00,0.00,
44,Kundli,7.85,0.00,0.02,0.00,0.02,0.25,0.00,
45,Ladwa,7.98,0.00,0.00,0.03,0.03,0.38,0.00,
46,Loharu,9.95,0.00,0.00,0.71,0.71,7.14,0.27,
47,Mahendergarh,8.97,0.00,0.27,0.87,1.14,12.71,0.00,
48,Mandi Dabwali,15.85,0.00,0.00,0.06,0.06,0.38,0.00,
49,Manesar,138.18,0.00,6.37,9.70,16.07,11.63,1.16,
50,Meham,3.33,0.00,0.04,0.00,0.04,1.20,0.00,
51,Nagal Chaudhary,14.60,0.00,0.00,0.32,0.32,2.19,0.19,
52,Naraingarh,8.95,0.00,0.13,0.00,0.13,1.45,0.00,
54,Narnaul,63.36,0.00,0.19,1.78,1.97,3.11,0.92,
53,Narnaund,6.39,0.00,0.00,0.00,0.00,0.00,0.00,
55,Narwana,9.53,0.00,0.10,0.02,0.12,1.26,0.00,
56,Nilokehri,5.08,0.00,0.00,0.44,0.44,8.66,0.00,
57,Nissing,4.70,0.00,0.00,0.00,0.00,0.00,0.00,
58,Nuh,7.21,0.00,0.00,0.00,0.00,0.00,0.00,
59,Palwal,59.17,0.00,0.28,0.61,0.89,1.50,0.00,
60,Panchkula,96.21,0.00,4.87,6.59,11.46,11.91,0.24,
61,Panipat,60.47,0.00,0.27,0.34,0.61,1.01,0.20,
62,Pataudi Mandi,62.99,0.00,0.00,0.62,0.62,0.98,0.00,
63,Pehowa,13.10,0.00,0.00,0.20,0.20,1.53,0.00,
64,Pundri,27.68,0.00,0.00,0.09,0.09,0.33,0.00,
65,Punhana,10.19,0.00,0.00,0.02,0.02,0.20,0.00,
66,Radaur,10.14,0.00,0.00,0.14,0.14,1.38,0.00,
67,Rajound,39.37,0.00,0.14,0.47,0.61,1.55,0.00,
68,Rania,6.63,0.00,0.00,0.07,0.07,1.06,0.00,
69,Ratia,8.52,0.00,0.00,0.00,0.00,0.00,0.00,
70,Rewari,25.78,0.00,0.00,0.78,0.78,3.03,0.00,
71,Rohtak,139.29,0.00,0.05,2.59,2.64,1.90,0.42,
72,Sadhaura,6.77,0.00,0.01,0.06,0.07,1.03,0.00,
73,Safidon,8.38,0.00,0.09,0.04,0.13,1.55,0.00,
74,Samalkha,4.65,0.00,0.00,0.00,0.00,0.00,0.00,
75,Sampla,6.72,0.00,0.00,0.00,0.00,0.00,0.00,
76,Shahabad,11.83,0.00,0.28,0.29,0.57,4.82,0.00,
77,Sirsa,43.88,0.00,0.00,0.04,0.04,0.09,0.00,
78,Siwan,41.77,0.00,0.16,2.12,2.28,5.46,0.00,
79,Siwani,4.49,0.00,0.00,0.06,0.06,1.34,0.00,
80,Sohna,70.48,0.00,4.57,11.94,16.51,23.43,0.20,
81,Sonipat,104.07,0.00,0.43,1.16,1.59,1.53,0.00,
82,Tarori,5.81,0.00,0.00,0.00,0.00,0.00,0.00,
Sl.,Name of Urban,,Very,Mod.,,Total,,,
,,Digitized,,,Open,,Cover w.r.t.,Scrub,
No.,Local Body,,Dense,Dense,,Forest,,,
,,Boundary*,,,Forest,,Area of,,
,,,Forest,Forest,,Cover,,,
,,,,,,,Digitized,,
,,,,,,,Boundary,,
42,Karnal,90.92,0.00,0.23,4.21,4.44,4.88,0.00,
43,Kharkhoda,4.41,0.00,0.00,0.00,0.00,0.00,0.00,
44,Kundli,7.85,0.00,0.02,0.00,0.02,0.25,0.00,
45,Ladwa,7.98,0.00,0.00,0.03,0.03,0.38,0.00,
46,Loharu,9.95,0.00,0.00,0.71,0.71,7.14,0.27,
47,Mahendergarh,8.97,0.00,0.27,0.87,1.14,12.71,0.00,
48,Mandi Dabwali,15.85,0.00,0.00,0.06,0.06,0.38,0.00,
49,Manesar,138.18,0.00,6.37,9.70,16.07,11.63,1.16,
50,Meham,3.33,0.00,0.04,0.00,0.04,1.20,0.00,
51,Nagal Chaudhary,14.60,0.00,0.00,0.32,0.32,2.19,0.19,
52,Naraingarh,8.95,0.00,0.13,0.00,0.13,1.45,0.00,
54,Narnaul,63.36,0.00,0.19,1.78,1.97,3.11,0.92,
53,Narnaund,6.39,0.00,0.00,0.00,0.00,0.00,0.00,
55,Narwana,9.53,0.00,0.10,0.02,0.12,1.26,0.00,
56,Nilokehri,5.08,0.00,0.00,0.44,0.44,8.66,0.00,
57,Nissing,4.70,0.00,0.00,0.00,0.00,0.00,0.00,
58,Nuh,7.21,0.00,0.00,0.00,0.00,0.00,0.00,
59,Palwal,59.17,0.00,0.28,0.61,0.89,1.50,0.00,
60,Panchkula,96.21,0.00,4.87,6.59,11.46,11.91,0.24,
61,Panipat,60.47,0.00,0.27,0.34,0.61,1.01,0.20,
62,Pataudi Mandi,62.99,0.00,0.00,0.62,0.62,0.98,0.00,
63,Pehowa,13.10,0.00,0.00,0.20,0.20,1.53,0.00,
64,Pundri,27.68,0.00,0.00,0.09,0.09,0.33,0.00,
65,Punhana,10.19,0.00,0.00,0.02,0.02,0.20,0.00,
66,Radaur,10.14,0.00,0.00,0.14,0.14,1.38,0.00,
67,Rajound,39.37,0.00,0.14,0.47,0.61,1.55,0.00,
68,Rania,6.63,0.00,0.00,0.07,0.07,1.06,0.00,
69,Ratia,8.52,0.00,0.00,0.00,0.00,0.00,0.00,
70,Rewari,25.78,0.00,0.00,0.78,0.78,3.03,0.00,
71,Rohtak,139.29,0.00,0.05,2.59,2.64,1.90,0.42,
72,Sadhaura,6.77,0.00,0.01,0.06,0.07,1.03,0.00,
73,Safidon,8.38,0.00,0.09,0.04,0.13,1.55,0.00,
74,Samalkha,4.65,0.00,0.00,0.00,0.00,0.00,0.00,
75,Sampla,6.72,0.00,0.00,0.00,0.00,0.00,0.00,
76,Shahabad,11.83,0.00,0.28,0.29,0.57,4.82,0.00,
77,Sirsa,43.88,0.00,0.00,0.04,0.04,0.09,0.00,
78,Siwan,41.77,0.00,0.16,2.12,2.28,5.46,0.00,
79,Siwani,4.49,0.00,0.00,0.06,0.06,1.34,0.00,
80,Sohna,70.48,0.00,4.57,11.94,16.51,23.43,0.20,
81,Sonipat,104.07,0.00,0.43,1.16,1.59,1.53,0.00,
82,Tarori,5.81,0.00,0.00,0.00,0.00,0.00,0.00,
,Table 10.9.4 Forest Cover in Municipal Areas of Haryana,,,,,,,,
,,,,,,,,,(km2)
,,,,2023 Assessment,,,%,,
,,,,,,,of Total,,
,,,,,,,Forest,,
,,Area as per,,,,,,,
Sl.,Name of Urban,,Very,Mod.,,Total,Cover,,
,,Digitized,,,Open,,,,Scrub
No.,Local Body,,Dense,Dense,,Forest,w.r.t.,,
,,Boundary*,,,Forest,,,,
,,,Forest,Forest,,Cover,Area of,,
,,,,,,,Digitized,,
,,,,,,,Boundary,,
83,Tauru,6.77,0.00,0.00,0.09,0.09,,1.33,0.00
84,Thanesar,32.50,0.00,1.41,1.47,2.88,,8.86,0.00
85,Tohana,13.76,0.00,0.00,0.13,0.13,,0.94,0.00
86,Uchana,4.27,0.00,0.00,0.00,0.00,,0.00,0.00
87,Uklana,3.86,0.00,0.00,0.01,0.01,,0.26,0.00
88,Yamuna Nagar,111.87,0.00,0.82,3.54,4.36,,3.90,0.15
,Grand Total,"2,794.83",0.00,52.73,134.89,187.62,,6.71,29.17
"*Shapefile of digitized boundary as provided by IT Cell, Department of Urban Local Bodies.",,,,,,,,,
,Figure 10.9.2 Forest Cover Inside and Outside of RFA in Haryana,,,,,,,,
,Table 10.9.6 Forest Cover Change Matrix Inside RFA/GW for Haryana,,,,,,,,
,Between 2021 Raster based and 2023 Assessments,,,,,,,,
,,,,,,(km2),,,
,,,2023 Assessment inside RFA/GW,,,Total ISFR,,,
,,,,,,2021 inside,,,
Class,,,,,,,,,
,VDF,MDF,OF,Scrub,NF,RFA / GW,,,
,,,,,,Raster based*,,,
VDF,23.99,0.00,0.00,0.00,0.00,23.99,,,
MDF,0.00,257.68,0.15,0.13,1.12,259.08,,,
OF,0.00,0.91,442.31,1.40,4.01,448.63,,,
Scrub,0.00,0.03,1.88,56.42,0.83,59.16,,,
NF,0.00,0.15,1.83,2.91,832.59,837.48,,,
Total ISFR,,,,,,,,,
2023 inside,23.99,258.77,446.17,60.86,838.55,"1,628.34",,,
RFA /GW,,,,,,,,,
Net Change,0.00,-0.31,-2.46,1.70,1.07,,,,
*Area figure calculated without normalization factor.,,,,,,,,,
,Table 10.9.8 Altitude-wise Forest Cover in Haryana,,,,,,,,
,,,,,,(km2),,,
Altitude Zone,Calculated,,,,,,,,
,,VDF,MDF,OF,Total,Scrub,,,
(m),Area by SoI,,,,,,,,
0-500,"43,838",15.08,323.29,990.82,"1,329.19",165.69,,,
500-1000,330,12.09,97.58,134.36,244.03,8.29,,,
1000-2000,44,0.00,20.31,20.73,41.04,0.40,,,
Total,"44,212",27.17,441.18,"1,145.91","1,614.26",174.38,,,
"(based on SRTM, Digital Elevation Model, 30 m, 2016).",,,,,,,,,
,,,(km2),,,,,,
,,,% of the total,,,,,,
Sl. No.,Forest Type,Area,,,,,,,
,,,mapped area*,,,,,,
1,5B/C1a Dry Siwalik sal forest,46.40,2.59,,,,,,
2,5B/C2 Northern dry mixed deciduous forest,526.58,29.44,,,,,,
3,5/DS1 Dry deciduous scrub,27.27,1.52,,,,,,
4,5/E1 Anogeissus pendula forest,96.70,5.41,,,,,,
5,5/E1/DS1 Anogeissus pendula scrub,16.83,0.94,,,,,,
6,5/E9 Dry bamboo brakes,7.31,0.41,,,,,,
7,6B/C1 Desert thorn forest,90.09,5.04,,,,,,
8,6B/C2 Ravine thorn forest,245.62,13.73,,,,,,
9,6/1S1 Desert dune scrub,103.74,5.80,,,,,,
10,9/C1a Lower or Siwalik chir pine forest,13.00,0.73,,,,,,
Sub Total,,"1,173.54",65.61,,,,,,
11,TOF/ Plantation,615.10,34.39,,,,,,
Total (Forest Cover & Scrub),,"1,788.64",100.00,,,,,,
Table 10.9.11 District-wise Number of Forest Fire Detected,,,,,,,,,
,,,SNPP-VIIRS Detection,SNPP-VIIRS Detection,,,,,
Sl. No.,,District,,,,,,,
,,,during 2022-23,during 2023-24,,,,,
1,Ambala,,6,19,,,,,
2,Bhiwani,,0,0,,,,,
3,Charkhi Dadri,,0,0,,,,,
4,Faridabad,,0,12,,,,,
5,Fatehabad,,4,0,,,,,
6,Gurugram,,0,4,,,,,
7,Hisar,,2,0,,,,,
8,Jhajjar,,0,1,,,,,
9,Jind,,0,0,,,,,
10,Kaithal,,8,5,,,,,
11,Karnal,,3,1,,,,,
Table 10.9.11 District-wise Number of Forest Fire Detected,,,,,,,,,
,,,SNPP-VIIRS Detection,SNPP-VIIRS Detection,,,,,
Sl. No.,,District,,,,,,,
,,,during 2022-23,during 2023-24,,,,,
12,Kurukshetra,,3,3,,,,,
13,Mahendragarh,,0,2,,,,,
14,Mewat,,0,0,,,,,
15,Palwal,,0,0,,,,,
16,Panchkula,,5,29,,,,,
17,Panipat,,32,16,,,,,
18,Rewari,,0,1,,,,,
19,Rohtak,,0,0,,,,,
20,Sirsa,,0,0,,,,,
21,Sonipat,,0,0,,,,,
22,Yamunanagar,,19,73,,,,,
,Grand Total,,82,166,,,,,
RFA,,,,,,,,,
Sl. No.,Species,No. of Trees (in‘000),Volume (M m3),,,,,,
1,Eucalyptus species,"3,750",1.25,,,,,,
2,Prosopis juliflora/ Neltuma juliflora,"2,640",0.41,,,,,,
3,Acacia tortilis/ Vachellia tortilis,"2,617",0.37,,,,,,
4,Acacia catechu/ Senegalia catechu,"1,846",0.25,,,,,,
5,Anogeissus latifolia/ Terminalia anogeissiana,781,0.25,,,,,,
Rural Area,,,,,,,,,
Sl. No.,Species,No. of Trees (in‘000),Volume (M m3),,,,,,
1,Eucalyptus species,"23,968",4.940,,,,,,
2,Dalbergia sissoo,"8,849",3.166,,,,,,
3,Prosopis juliflora/ Neltuma juliflora,"7,254",0.411,,,,,,
4,Prosopis cineraria,"6,588",3.428,,,,,,
5,Azadirachta indica,"6,521",1.266,,,,,,
Table 10.9.17 Major Invasive Species in the State inside the RFA in,,,,,,,,,
Haryana,,,,,,,,,
Sl. No.,Species,Estimated Extent (km2),,,,,,,
1,Lantana camara,89.05,,,,,,,
2,Prosopis juliflora/ Neltuma juliflora,61.30,,,,,,,
3,Saccharum spontaneum,31.18,,,,,,,
4,Ageratum houstonianum,11.63,,,,,,,
5,Leucaena leucocephala,8.46,,,,,,,
Photo: FSI Repository,,,,,,,,,
Geographical Area,,,,,,,,,
"55,673 km2",,,,,,,,,
Geographical Coordinates,,,,,,,,,
Latitude 30◦22’ N to 33◦12’ N,,,,,,,,,
Longitude 75◦45’ E to 79◦04’ E,,,,,,,,,
Population (as per Census 2011),,,,,,,,,
6.86 million,,,,,,,,,
Urban 0.69 million (10.03 %),,,,,,,,,
Rural 6.17 million (89.97 %),,,,,,,,,
Tribal 0.39 million (5.71 %),,,,,,,,,
Average Population Density,,,,,,,,,
123 per km2,,,,,,,,,
Livestock Population,,,,,,,,,
(as per 19th Livestock Census),,,,,,,,,
4.84 million,,,,,,,,,
No. of Districts,,,,,,,,,
12,,,,,,,,,
No. of Hill Districts,,,,,,,,,
12,,,,,,,,,
No. of Tribal Districts,,,,,,,,,
3,,,,,,,,,
Table 10.10.1 Land Use Pattern,,,,,,,,,
Land Use Types,Area (in ‘000 ha),Percentage,,,,,,,
Geographical Area,"5,567",,,,,,,,
Reporting area for land utilization,"4,577.12",100.00,,,,,,,
Forests,"1,144.10",24.99,,,,,,,
Not available for land cultivation,"1,136.60",24.83,,,,,,,
Permanent pastures and other grazing lands,"1,465.53",32.02,,,,,,,
Land under misc. tree crops and groves,70.03,1.53,,,,,,,
Culturable wasteland,129.85,2.84,,,,,,,
Fallow land other than current fallows,25.57,0.56,,,,,,,
Current fallows,77.74,1.70,,,,,,,
Net area sown,527.70,11.53,,,,,,,
Table 10.10.2 Forest Cover of Himachal Pradesh,,,,,,,,,
,,(km2),,,,,,,
Class,Area,%  of Calculated Area by SoI,,,,,,,
VDF,"3,117.60",5.60,,,,,,,
MDF,"7,280.29",13.08,,,,,,,
OF,"5,182.46",9.31,,,,,,,
Total,"15,580.35",27.99,,,,,,,
Scrub,308.69,0.55,,,,,,,
,,,,,,%  of Cal-,,,
,,,,,,,w.r.t.,,
,Calculated,Very,Mod.,,,culated,,,
District,,,,Open,,,2021,Scrub,
,Area by SoI,Dense,Dense,,Total,Area by,,,
,,,,Forest,,,Raster,,
,,Forest,Forest,,,SoI,,,
,,,,,,,based*,,
BilaspurH,"1,167",22.65,165.85,185.30,373.80,32.03,2.12,3.30,
