"result_container--right-title","result_container--right-title href","result_container--right-location","result_container--right-location href","result_container--right-location 2","result_container--right-location 3","result_container--right-location href 2","result_container--right-location 4","result_container--right-contactname","result_container--right-contactno","result_container--right-desc","result_container--right-desc 2","product-margin"
"GRASIM INDUSTRIES  LTD.","https://www.indianindustriesdirectory.com/companyinfo/grasim-industriesltd-ujjain-122124.html","UJJAIN","https://www.indianindustriesdirectory.com/district/ujjain/chemicals.html","-","456331","https://www.indianindustriesdirectory.com/pincode/ujjain/456331/chemicals.html",",INDIA","Contact Person:","Tel No. 07366 - 246760 / 246766","Manufacture Caustic Soda,","...More","Send Enquiry"
"BHARAT K MEHTA CHEMICALS AND SOLVENTS EXCHANGE","https://www.indianindustriesdirectory.com/companyinfo/bharat-k-mehta-chemicals-and-solvents-exchange-mumbai-122406.html","MUMBAI","https://www.indianindustriesdirectory.com/district/mumbai/chemicals.html","-","400009","https://www.indianindustriesdirectory.com/pincode/mumbai/400009/chemicals.html",",INDIA","Contact Person: MR. BHARAT K MEHTA","Tel No. 0 - 9223433949","Chemical Solvents/ Acetone/ Toluene/ Mix Xylene/ Phenol/ VAM/ BAM/ ACN/ IBA/ NBA etc.","...More","Send Enquiry"
"ASIAN PEROXIDES LIMITED","https://www.indianindustriesdirectory.com/companyinfo/asian-peroxides-limited-kurnool-122131.html","KURNOOL","https://www.indianindustriesdirectory.com/district/kurnool/chemicals.html","-","524123","https://www.indianindustriesdirectory.com/pincode/kurnool/524123/chemicals.html",",INDIA","Contact Person: MR. SURESH BABU","Tel No. 086 - 23270191","Hydrogen peroxide, Laboratory Chemicals.","...More","Send Enquiry"
"ASSAM PETROCHEMICALS LTD.","https://www.indianindustriesdirectory.com/companyinfo/assam-petrochemicals-ltd-guwahati-122153.html","GUWAHATI","https://www.indianindustriesdirectory.com/district/guwahati/chemicals.html","-","781005","https://www.indianindustriesdirectory.com/pincode/guwahati/781005/chemicals.html",",INDIA","Contact Person:","Tel No. 0361 - 2461470 / 2461471 / 2461594","Methanol and Formalin  manufacturer.","...More","Send Enquiry"
"MAHALASA PHARMA","https://www.indianindustriesdirectory.com/companyinfo/mahalasa-pharma-goa-122219.html","GOA","https://www.indianindustriesdirectory.com/district/goa/chemicals.html","-","403521","https://www.indianindustriesdirectory.com/pincode/goa/403521/chemicals.html",",INDIA","Contact Person: MR. NARESH S. PAI","Tel No. 0832 - 2417186/ 2412453","Chemicals,  Magnesium, Aluminium Hydroxide.","...More","Send Enquiry"
"ARIHANT FERTILISER AND CHEMICALS INDIA LTD.","https://www.indianindustriesdirectory.com/companyinfo/arihant-fertiliser-and-chemicals-india-ltd-indore-112171.html","INDORE","https://www.indianindustriesdirectory.com/district/indore/chemicals.html","-","452001","https://www.indianindustriesdirectory.com/pincode/indore/452001/chemicals.html",",INDIA","Contact Person: MR. ABHISHEK JAIN","Tel No. 0731 - 2523340-41, 4066114","Chemical Mfrs. & Suppliers.","...More","Send Enquiry"
"SOLGENIZ INDUSTRIES PVT.LTD.","https://www.indianindustriesdirectory.com/companyinfo/solgeniz-industries-pvtltd-pune-114297.html","PUNE","https://www.indianindustriesdirectory.com/district/pune/chemicals.html","-","411021","https://www.indianindustriesdirectory.com/pincode/pune/411021/chemicals.html",",INDIA","Contact Person: MR. VEDENDRA KULKARNI","Tel No. 0 - 9823060350","Chemicals, Bulk Chemicals, Construction Chemicals, Paint and Coating Chemicals, Defoamers.","...More","Send Enquiry"
"ANSHUL INDUSTRIES","https://www.indianindustriesdirectory.com/companyinfo/anshul-industries-indore-111274.html","INDORE","https://www.indianindustriesdirectory.com/district/indore/chemicals.html","-","452003","https://www.indianindustriesdirectory.com/pincode/indore/452003/chemicals.html",",INDIA","Contact Person: MR. DEEPAK JAISWAL","Tel No. 0731 - 2720999","Lakhdana Wooden Polish and warmer, Chemical-General, Indust., Lab., Solvent,Textiles etc.","...More","Send Enquiry"
"SHREE AMBIKA ENTERPRISES","https://www.indianindustriesdirectory.com/companyinfo/shree-ambika-enterprises-nagpur-112083.html","NAGPUR","https://www.indianindustriesdirectory.com/district/nagpur/chemicals.html","-","440009","https://www.indianindustriesdirectory.com/pincode/nagpur/440009/chemicals.html",",INDIA","Contact Person: MR. RAUSHAN SINGH","Tel No. 0 - 8055010066","Acid and Industrial chemicals Dealer.","...More","Send Enquiry"
"ASHISH CHEMICALS AND SURFOCANTS","https://www.indianindustriesdirectory.com/companyinfo/ashish-chemicals-and-surfocants-indore-112310.html","INDORE","https://www.indianindustriesdirectory.com/district/indore/chemicals.html","-","452018","https://www.indianindustriesdirectory.com/pincode/indore/452018/chemicals.html",",INDIA","Contact Person: MR. BHUPESH GAVALI","Tel No. 0731 - 4094887","Chemical-General, Indust., Lab., Solvent,Textiles etc.","...More","Send Enquiry"
"3A CHEMIE PVT. LTD.","https://www.indianindustriesdirectory.com/companyinfo/3a-chemie-pvt-ltd-nagpur-112906.html","NAGPUR","https://www.indianindustriesdirectory.com/district/nagpur/chemicals.html","-","440004","https://www.indianindustriesdirectory.com/pincode/nagpur/440004/chemicals.html",",INDIA","Contact Person: MR. ALOK SINGH (MD)","Tel No. 0712 - 2564285","Chemicals,Drugs & Pharma.","...More","Send Enquiry"
"AVISHI MULTIPLE UDYOG","https://www.indianindustriesdirectory.com/companyinfo/avishi-multiple-udyog-hyderabad-114813.html","HYDERABAD","https://www.indianindustriesdirectory.com/district/hyderabad/chemicals.html","-","500010","https://www.indianindustriesdirectory.com/pincode/hyderabad/500010/chemicals.html",",INDIA","Contact Person: MR. R. K. KOWSIK","Tel No. 040 - 27865393","Chemical Dealers.","...More","Send Enquiry"
"SSD CHEMICAL SOLUTION","https://www.indianindustriesdirectory.com/companyinfo/ssd-chemical-solution-chennai-116285.html","CHENNAI","https://www.indianindustriesdirectory.com/district/chennai/chemicals.html","-","605600","https://www.indianindustriesdirectory.com/pincode/chennai/605600/chemicals.html",",INDIA","Contact Person: DR.STEVE ALLENZ","Tel No. 0 - 8879330848","Chemical.","...More","Send Enquiry"
"AGROHA MARKETING PVT. LTD.","https://www.indianindustriesdirectory.com/companyinfo/agroha-marketing-pvt-ltd-indore-109777.html","INDORE","https://www.indianindustriesdirectory.com/district/indore/chemicals.html","-","452002","https://www.indianindustriesdirectory.com/pincode/indore/452002/chemicals.html",",INDIA","Contact Person:    MR. O P MANGAL","Tel No. 0731 - 2545896","Chemical-General, Indust., Lab., Solvent,Textiles etc.","...More","Send Enquiry"
"CHEMPRO IMPEX","https://www.indianindustriesdirectory.com/companyinfo/chempro-impex-hyderabad-115222.html","HYDERABAD","https://www.indianindustriesdirectory.com/district/hyderabad/chemicals.html","-","500003","https://www.indianindustriesdirectory.com/pincode/hyderabad/500003/chemicals.html",",INDIA","Contact Person:","Tel No. 040 - 27802483","Manufacturer of Bulk Drugs and Chemicals.","...More","Send Enquiry"
"DELHI PAINTS CORPORATION","https://www.indianindustriesdirectory.com/companyinfo/delhi-paints-corporation-indore-115454.html","INDORE","https://www.indianindustriesdirectory.com/district/indore/chemicals.html","-","452001","https://www.indianindustriesdirectory.com/pincode/indore/452001/chemicals.html",",INDIA","Contact Person: MR. AVNEET DUGGAL","Tel No. 0731 - 2367906","Chemical-General, Indust., Lab., Solvent,Textiles etc.","...More","Send Enquiry"
"HITESH CHEMICALS AND DRUGS PVT.LTD.","https://www.indianindustriesdirectory.com/companyinfo/hitesh-chemicals-and-drugs-pvtltd-hyderabad-115763.html","HYDERABAD","https://www.indianindustriesdirectory.com/district/hyderabad/chemicals.html","-","500034","https://www.indianindustriesdirectory.com/pincode/hyderabad/500034/chemicals.html",",INDIA","Contact Person: MR. HITESH KUMAR MANCHANDA","Tel No. 040 - 23352643","Manufacturer of Chemicals for Bulk Drugs.","...More","Send Enquiry"
"DINESH SUPPLIERS","https://www.indianindustriesdirectory.com/companyinfo/dinesh-suppliers-pune-117038.html","PUNE","https://www.indianindustriesdirectory.com/district/pune/chemicals.html","-","411021","https://www.indianindustriesdirectory.com/pincode/pune/411021/chemicals.html",",INDIA","Contact Person:","Tel No. 020 - 4265903","Adhesives, Gluesand Binders and Other Chemicals.","...More","Send Enquiry"
"B.C.M. ORGANIC CHEMICAL P. LTD.","https://www.indianindustriesdirectory.com/companyinfo/bcm-organic-chemical-p-ltd-indore-112661.html","INDORE","https://www.indianindustriesdirectory.com/district/indore/chemicals.html","-","452001","https://www.indianindustriesdirectory.com/pincode/indore/452001/chemicals.html",",INDIA","Contact Person: MR. RAJESH MEHTA","Tel No. 0729 - 253254, 253149","Chemical Mfrs. & Suppliers.","...More","Send Enquiry"
"KAIRAV CHEMOFARBE INDUSTRIES LTD.","https://www.indianindustriesdirectory.com/companyinfo/kairav-chemofarbe-industries-ltd-mumbai-113207.html","MUMBAI","https://www.indianindustriesdirectory.com/district/mumbai/chemicals.html","-","400078","https://www.indianindustriesdirectory.com/pincode/mumbai/400078/chemicals.html",",INDIA","Contact Person: MR. RAKESH BAGADE","Tel No. 0 - 9075727921","Chemical Products Manufacture.","...More","Send Enquiry"
"AMBEX INTERNATIONAL","https://www.indianindustriesdirectory.com/companyinfo/ambex-international-mumbai-117031.html","MUMBAI","https://www.indianindustriesdirectory.com/district/mumbai/chemicals.html","-","400057","https://www.indianindustriesdirectory.com/pincode/mumbai/400057/chemicals.html",",INDIA","Contact Person: MR. ASHOK J. MATHUR","Tel No. 022 - 26140983 / 226141923","Manufacturers & Exporters Of Various Chemicals.","...More","Send Enquiry"
"S S SALES CORPORATION","https://www.indianindustriesdirectory.com/companyinfo/s-s-sales-corporation-delhi-117107.html","DELHI","https://www.indianindustriesdirectory.com/district/delhi/chemicals.html","-","110092","https://www.indianindustriesdirectory.com/pincode/delhi/110092/chemicals.html",",INDIA","Contact Person: MR. SANJAY SHARMA","Tel No. 0 - 9811893708","Methanol, Acetic Acid, Toluene, Acetone, MDC, IPA, Other Chemicals.","...More","Send Enquiry"
"ANGEL CHEMICALS","https://www.indianindustriesdirectory.com/companyinfo/angel-chemicals-mumbai-117205.html","MUMBAI","https://www.indianindustriesdirectory.com/district/mumbai/chemicals.html","-","400086","https://www.indianindustriesdirectory.com/pincode/mumbai/400086/chemicals.html",",INDIA","Contact Person: MR. ANKIT SHAH","Tel No. 022 - 25111829","Importer Trader Suppliers In Chemicals & Spent Materials .","...More","Send Enquiry"
"GAYATRI INSECTICIDE INDIA PVT.LTD.","https://www.indianindustriesdirectory.com/companyinfo/gayatri-insecticide-india-pvtltd-indore-109566.html","INDORE","https://www.indianindustriesdirectory.com/district/indore/chemicals.html","-","452001","https://www.indianindustriesdirectory.com/pincode/indore/452001/chemicals.html",",INDIA","Contact Person: MR. P. S. BHATIA","Tel No. 0731 - 2517474/2517373","Dealers of Pesticide, Chemicals.","...More","Send Enquiry"
"J. P. IMPEX, LLC","https://www.indianindustriesdirectory.com/companyinfo/j-p-impexllc-india-other-than-110583.html","INDIA OTHER THAN","https://www.indianindustriesdirectory.com/district/india%20other%20than/chemicals.html","-","77469","https://www.indianindustriesdirectory.com/pincode/india%20other%20than/77469/chemicals.html",",OTHER","Contact Person: MR. ASHOK BHAGAT","Tel No. 0 - 8322982434","Solvents and Chemicals.","...More","Send Enquiry"
"PATEL CHEMICALS","https://www.indianindustriesdirectory.com/companyinfo/patel-chemicals-mumbai-111109.html","MUMBAI","https://www.indianindustriesdirectory.com/district/mumbai/chemicals.html","-","400003","https://www.indianindustriesdirectory.com/pincode/mumbai/400003/chemicals.html",",INDIA","Contact Person: MR. AMRISH JAYANTILAL PATEL","Tel No. 0 - 9820633432","Dealer of Methanol, Acetone, Trichloroethylene, Ceramic Media.","...More","Send Enquiry"
"ORSON CHEMICALS PVT.LTD.","https://www.indianindustriesdirectory.com/companyinfo/orson-chemicals-pvtltd-hyderabad-116481.html","HYDERABAD","https://www.indianindustriesdirectory.com/district/hyderabad/chemicals.html","-","500029","https://www.indianindustriesdirectory.com/pincode/hyderabad/500029/chemicals.html",",INDIA","Contact Person: MR. GOPI AGARWAL","Tel No. 040 - 65103987","Manufacturing of Resins & Chemicals.","...More","Send Enquiry"
"ARTCHEM ENTERPRISES","https://www.indianindustriesdirectory.com/companyinfo/artchem-enterprises-mumbai-117559.html","MUMBAI","https://www.indianindustriesdirectory.com/district/mumbai/chemicals.html","-","400053","https://www.indianindustriesdirectory.com/pincode/mumbai/400053/chemicals.html",",INDIA","Contact Person: MR. OM AGARWAL","Tel No. 022 - 28733440","Speciality Organic & Inorganic Chemicals, Bulk Drugs, & Natural Extracts .","...More","Send Enquiry"
"MAHASHAKTHI CHEMICAL AND FERTILIZERS PVT.LTD.","https://www.indianindustriesdirectory.com/companyinfo/mahashakthi-chemical-and-fertilizers-pvtltd-mysore-110473.html","MYSORE","https://www.indianindustriesdirectory.com/district/mysore/chemicals.html","-","570018","https://www.indianindustriesdirectory.com/pincode/mysore/570018/chemicals.html",",INDIA","Contact Person: MR. PUTTA H. JAYASHEKARASWAMY","Tel No. 0821 - 2971344","Chemical & Fertilizers .","...More","Send Enquiry"
"BALAJI CORPORATION","https://www.indianindustriesdirectory.com/companyinfo/balaji-corporation-nagpur-112761.html","NAGPUR","https://www.indianindustriesdirectory.com/district/nagpur/chemicals.html","-","440018","https://www.indianindustriesdirectory.com/pincode/nagpur/440018/chemicals.html",",INDIA","Contact Person: MR. ASHISH HURKAT","Tel No. 0712 - 6614668","Chemical-General, Indust., Lab., Solvent,Textiles etc.","...More","Send Enquiry"
"ACEPOL CHEMICALS","https://www.indianindustriesdirectory.com/companyinfo/acepol-chemicals-hyderabad-114329.html","HYDERABAD","https://www.indianindustriesdirectory.com/district/hyderabad/chemicals.html","-","500042","https://www.indianindustriesdirectory.com/pincode/hyderabad/500042/chemicals.html",",INDIA","Contact Person: MR. V. N. RAO","Tel No. 040 - 23774961 / 23773401","Chemicals, Resins & Allied Products.","...More","Send Enquiry"
"BRAHMINI BIO LABS (INDIA) PVT.LTD.","https://www.indianindustriesdirectory.com/companyinfo/brahmini-bio-labs-india-pvtltd-hyderabad-115105.html","HYDERABAD","https://www.indianindustriesdirectory.com/district/hyderabad/chemicals.html","-","500016","https://www.indianindustriesdirectory.com/pincode/hyderabad/500016/chemicals.html",",INDIA","Contact Person: MR. PANVELLEY","Tel No. 040 - 55338842 / 43 / 56216361","Bio Chemical Products, Chemical Supplies.","...More","Send Enquiry"
"DYE CHEM CORPORATION","https://www.indianindustriesdirectory.com/companyinfo/dye-chem-corporation-indore-115807.html","INDORE","https://www.indianindustriesdirectory.com/district/indore/chemicals.html","-","452001","https://www.indianindustriesdirectory.com/pincode/indore/452001/chemicals.html",",INDIA","Contact Person: MR. SHARAD G. SONI","Tel No. 0731 - 4247788","Chemical-General, Indust., Lab., Solvent,Textiles etc","...More","Send Enquiry"
"AUSTRALIS CHEMICALS","https://www.indianindustriesdirectory.com/companyinfo/australis-chemicals-pune-110940.html","PUNE","https://www.indianindustriesdirectory.com/district/pune/chemicals.html","-","411038","https://www.indianindustriesdirectory.com/pincode/pune/411038/chemicals.html",",INDIA","Contact Person: MR. ANIL JOSHI","Tel No. 020 - 25438094 / 25437101 / 25437103","Manufacturers for Variety of Chemicals & Allied Products.","...More","Send Enquiry"
"ARIHANT CHEMICAL CO.","https://www.indianindustriesdirectory.com/companyinfo/arihant-chemical-co-palghar-112838.html","PALGHAR","https://www.indianindustriesdirectory.com/district/palghar/chemicals.html","-","401506","https://www.indianindustriesdirectory.com/pincode/palghar/401506/chemicals.html",",INDIA","Contact Person: MR. JENIL JAIN (MD)","Tel No. 0 - 7666255433","Chemicals, Zinc Ash.","...More","Send Enquiry"
"S.I. BIOZYME PVT. LTD.","https://www.indianindustriesdirectory.com/companyinfo/si-biozyme-pvt-ltd-yeotmal-118797.html","YEOTMAL","https://www.indianindustriesdirectory.com/district/yeotmal/chemicals.html","-","425409","https://www.indianindustriesdirectory.com/pincode/yeotmal/425409/chemicals.html",",INDIA","Contact Person: MR. ANIRUDH","Tel No. 0 - 9021738392","Enzymes, Chemical Industries.","...More","Send Enquiry"
"RASAYAN INDIA","https://www.indianindustriesdirectory.com/companyinfo/rasayan-india-mumbai-110104.html","MUMBAI","https://www.indianindustriesdirectory.com/district/mumbai/chemicals.html","-","400009","https://www.indianindustriesdirectory.com/pincode/mumbai/400009/chemicals.html",",INDIA","Contact Person: MR. PRAFULL KUMAR","Tel No. 0 - 9223434334","Chemicals.","...More","Send Enquiry"
"ADITYA AIR PRODUCTS PVT. LTD.","https://www.indianindustriesdirectory.com/companyinfo/aditya-air-products-pvt-ltd-nagpur-112966.html","NAGPUR","https://www.indianindustriesdirectory.com/district/nagpur/chemicals.html","-","440025","https://www.indianindustriesdirectory.com/pincode/nagpur/440025/chemicals.html",",INDIA","Contact Person: MR. ADITYA GOEL","Tel No. 0712 - 2225139/2227640 / 5657228-29","Chemicals,Industrial & Medical Gases.","...More","Send Enquiry"
"ATLAS CHEMICALS","https://www.indianindustriesdirectory.com/companyinfo/atlas-chemicals-pune-116925.html","PUNE","https://www.indianindustriesdirectory.com/district/pune/chemicals.html","-","411016","https://www.indianindustriesdirectory.com/pincode/pune/411016/chemicals.html",",INDIA","Contact Person: MR. KUNAL THAKKAR","Tel No. 0 - 9370273325","Trading and Supplying an extensive range of Chemicals Acids Specialty Chemicals Solvent, Glycerin &","...More","Send Enquiry"
"MG ORGANICS PVT. LTD.","https://www.indianindustriesdirectory.com/companyinfo/mg-organics-pvt-ltd-noida-118752.html","NOIDA","https://www.indianindustriesdirectory.com/district/noida/chemicals.html","-","201308","https://www.indianindustriesdirectory.com/pincode/noida/201308/chemicals.html",",INDIA","Contact Person:    MR. RAVI NATH SINGH","Tel No. 0 - 9718579800","Manufacturer of Chemicals, Thinners, Diluent & Solvents. Our Products include PU Thinner, Epoxy Thin","...More","Send Enquiry"
"SPECTRUM ETHERS LTD.","https://www.indianindustriesdirectory.com/companyinfo/spectrum-ethers-ltd-nashik-113660.html","NASHIK","https://www.indianindustriesdirectory.com/district/nashik/chemicals.html","-","422202","https://www.indianindustriesdirectory.com/pincode/nashik/422202/chemicals.html",",INDIA","Contact Person: MR. THORAT","Tel No. 02557 - 226371 / 226389","Technical Phorate, Technical Ethion, Technical Profenofos, Technical Terbufos, Technical Propiconazo","...More","Send Enquiry"
"DECCAN CHROMATES LTD.","https://www.indianindustriesdirectory.com/companyinfo/deccan-chromates-ltd-hyderabad-115372.html","HYDERABAD","https://www.indianindustriesdirectory.com/district/hyderabad/chemicals.html","-","500082","https://www.indianindustriesdirectory.com/pincode/hyderabad/500082/chemicals.html",",INDIA","Contact Person: MR. G. M. SHARMA","Tel No. 040 - 23740427 / 23740796 / 23748253","Chemical Supplies.","...More","Send Enquiry"
"ALLIANCE MUMBAI","https://www.indianindustriesdirectory.com/companyinfo/alliance-mumbai-mumbai-116972.html","MUMBAI","https://www.indianindustriesdirectory.com/district/mumbai/chemicals.html","-","400067","https://www.indianindustriesdirectory.com/pincode/mumbai/400067/chemicals.html",",INDIA","Contact Person: MR. MANISH PAREKH (PROPRIETOR)","Tel No. 022 - 28659196 / 7 / 28013855","Construction Chemicals, Flavour and Fragrance chemicals, Fine Chemicals, Speciality Chemicals, Elect","...More","Send Enquiry"
"TECZA CHEMICAL","https://www.indianindustriesdirectory.com/companyinfo/tecza-chemical-mumbai-117303.html","MUMBAI","https://www.indianindustriesdirectory.com/district/mumbai/chemicals.html","-","400080","https://www.indianindustriesdirectory.com/pincode/mumbai/400080/chemicals.html",",INDIA","Contact Person: MR. NIKHIL SANGHVI","Tel No.  - 9821419510","Dealers of Chemical, Industrial Chemical.","...More","Send Enquiry"
"ARIHANT ENTERPRISES","https://www.indianindustriesdirectory.com/companyinfo/arihant-enterprises-indore-112170.html","INDORE","https://www.indianindustriesdirectory.com/district/indore/chemicals.html","-","452007","https://www.indianindustriesdirectory.com/pincode/indore/452007/chemicals.html",",INDIA","Contact Person:","Tel No. 0731 - 2495158","Chemical-General, Indust., Lab., Solvent,Textiles etc.","...More","Send Enquiry"
"BADSHAH CHEMICAL AND HARDWARE","https://www.indianindustriesdirectory.com/companyinfo/badshah-chemical-and-hardware-indore-112703.html","INDORE","https://www.indianindustriesdirectory.com/district/indore/chemicals.html","-","452001","https://www.indianindustriesdirectory.com/pincode/indore/452001/chemicals.html",",INDIA","Contact Person: MR. ALI ASGHER","Tel No. 0731 - 2540211, 2535797","Chemical-General, Indust., Lab., Solvent,Textiles etc.","...More","Send Enquiry"
"CHLORINA CHEMICALS P.LTD.","https://www.indianindustriesdirectory.com/companyinfo/chlorina-chemicals-pltd-nagpur-114988.html","NAGPUR","https://www.indianindustriesdirectory.com/district/nagpur/chemicals.html","-","440012","https://www.indianindustriesdirectory.com/pincode/nagpur/440012/chemicals.html",",INDIA","Contact Person: MR. G.B. SHARMA","Tel No. 0712 - 3243240, 2443240, 2421400","Chemical Mfrs. & Suppliers.","...More","Send Enquiry"
"CBC CORPORATION INDIA PVT.LTD.","https://www.indianindustriesdirectory.com/companyinfo/cbc-corporation-india-pvtltd-mumbai-111945.html","MUMBAI","https://www.indianindustriesdirectory.com/district/mumbai/chemicals.html","-","400072","https://www.indianindustriesdirectory.com/pincode/mumbai/400072/chemicals.html",",INDIA","Contact Person:","Tel No. 022 - 28579798 / 99","Pharmaceuticals, Chemicals, Agrochemicals, Foods and Nutraceuticals.","...More","Send Enquiry"
"ARIHANT TRADERS","https://www.indianindustriesdirectory.com/companyinfo/arihant-traders-raipur-112180.html","RAIPUR","https://www.indianindustriesdirectory.com/district/raipur/chemicals.html","-","492001","https://www.indianindustriesdirectory.com/pincode/raipur/492001/chemicals.html",",INDIA","Contact Person: MR. MUKESH VIPANI","Tel No. 0771 - 2255719, 4036913","Chemical-General, Indust., Lab., Solvent,Textiles etc.","...More","Send Enquiry"
"D D AND COMPANY DOSHI ENTERPRISES","https://www.indianindustriesdirectory.com/companyinfo/d-d-and-company-doshi-enterprises-indore-115271.html","INDORE","https://www.indianindustriesdirectory.com/district/indore/chemicals.html","-","452001","https://www.indianindustriesdirectory.com/pincode/indore/452001/chemicals.html",",INDIA","Contact Person: MR. SUMEET DOSHI","Tel No. 0731 - 2532287, 4076489","Chemical-General, Indust., Lab., Solvent,Textiles etc","...More","Send Enquiry"
"ABHIYAN MEDIA PVT.LTD.","https://www.indianindustriesdirectory.com/companyinfo/abhiyan-media-pvtltd-mumbai-114850.html","MUMBAI","https://www.indianindustriesdirectory.com/district/mumbai/chemicals.html","-","400049","https://www.indianindustriesdirectory.com/pincode/mumbai/400049/chemicals.html",",INDIA","Contact Person: MR. MILIND JOSHI","Tel No. 022 - 56986914","Chemicals & Petrochemicals, Pharmaceuticals .","...More","Send Enquiry"
"PHARMA CHEM SOLUTIONS","https://www.indianindustriesdirectory.com/companyinfo/pharma-chem-solutions-nashik-116952.html","NASHIK","https://www.indianindustriesdirectory.com/district/nashik/chemicals.html","-","422010","https://www.indianindustriesdirectory.com/pincode/nashik/422010/chemicals.html",",INDIA","Contact Person: MR. RAVINDRA JADHAV (DIRECTOR)","Tel No. 0 - 9421537954","Pharma Chemicals.","...More","Send Enquiry"
"MARUTI FINE CHEMICALS","https://www.indianindustriesdirectory.com/companyinfo/maruti-fine-chemicals-thane-118072.html","THANE","https://www.indianindustriesdirectory.com/district/thane/chemicals.html","-","421506","https://www.indianindustriesdirectory.com/pincode/thane/421506/chemicals.html",",INDIA","Contact Person: MR. SAGAR ACHHRA","Tel No. 0 - 9766655777","Manufacturer of Acids, Solvents & Laboratory Chemicals, Fine Chemicals,  Hydrochloric Acid, Sulphuri","...More","Send Enquiry"
"PADMASHREE ENTERPRISES","https://www.indianindustriesdirectory.com/companyinfo/padmashree-enterprises-thane-116888.html","THANE","https://www.indianindustriesdirectory.com/district/thane/chemicals.html","-","421003","https://www.indianindustriesdirectory.com/pincode/thane/421003/chemicals.html",",INDIA","Contact Person: MR. VIDYADHAR PATIL","Tel No.  - 9665123228","Chemical Dealers.","...More","Send Enquiry"
"ATVIRO TECH INC.","https://www.indianindustriesdirectory.com/companyinfo/atviro-tech-inc-india-other-than-118251.html","INDIA OTHER THAN","https://www.indianindustriesdirectory.com/district/india%20other%20than/chemicals.html","-","77489","https://www.indianindustriesdirectory.com/pincode/india%20other%20than/77489/chemicals.html",",OTHER","Contact Person: MR. UMER MANZOOR","Tel No. 0 - 8326927996","Commercial & Industrial Equipment Supplier, Chemicals.","...More","Send Enquiry"
"TRANSCREEK CHEMICALS PVT.LTD.","https://www.indianindustriesdirectory.com/companyinfo/transcreek-chemicals-pvtltd-thane-110071.html","THANE","https://www.indianindustriesdirectory.com/district/thane/chemicals.html","-","400709","https://www.indianindustriesdirectory.com/pincode/thane/400709/chemicals.html",",INDIA","Contact Person: MR. AJIT NAIR","Tel No. 0 - 9920184356","Insulation And Refractory Chemicals, Refractory Products, 
Rubber Chemicals,","...More","Send Enquiry"
"AMIR CHEM PVT. LTD","https://www.indianindustriesdirectory.com/companyinfo/amir-chem-pvt-ltd-indore-111083.html","INDORE","https://www.indianindustriesdirectory.com/district/indore/chemicals.html","-","452001","https://www.indianindustriesdirectory.com/pincode/indore/452001/chemicals.html",",INDIA","Contact Person: MR. HEMANT KHIRWADKAR","Tel No. 0731 - 422849, 422936","Chemical Mfrs. & Suppliers.","...More","Send Enquiry"
"DHANRAJ DISTRIBUTORS P. LTD.","https://www.indianindustriesdirectory.com/companyinfo/dhanraj-distributors-p-ltd-indore-115583.html","INDORE","https://www.indianindustriesdirectory.com/district/indore/chemicals.html","-","452001","https://www.indianindustriesdirectory.com/pincode/indore/452001/chemicals.html",",INDIA","Contact Person: MR. MOHANLAL PAREKH","Tel No. 0731 - 4075881-3","Chemical Mfrs.","...More","Send Enquiry"
"ABHINANDAN CHEMICALS","https://www.indianindustriesdirectory.com/companyinfo/abhinandan-chemicals-mumbai-117843.html","MUMBAI","https://www.indianindustriesdirectory.com/district/mumbai/chemicals.html","-","400080","https://www.indianindustriesdirectory.com/pincode/mumbai/400080/chemicals.html",",INDIA","Contact Person: MR. KETAN SHAH","Tel No. 022 - 25600066","Chemical Dealers.","...More","Send Enquiry"
"","","","","","","","","","","","",""
